Crop,Disease,Pathogen,Symptoms,Severity,Recommended_Medicine,Application_Notes
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Apply during high humidity
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Follow recommended dosage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Spray at early stage
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Moderate,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Use preventive spray
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Mild,Mancozeb,Repeat every 7-10 days
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Apply after first symptoms
Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions,Severe,Mancozeb,Repeat every 7-10 days
